word_count,char_count,tech_skill_count,soft_skill_count,years_experience,education_level,unique_tech_skills,domain_finance,domain_tech,domain_healthcare,domain_legal,domain_education,domain_engineering,domain_sales,domain_creative,domain_hr,domain_hospitality,domain_aviation,domain_agriculture,domain_automobile,domain_apparel,domain_fitness,domain_bpo,domain_consultant,domain_banking,domain_public_relations,domain_digital_media
315,2495,1,3,0,2,1,1,0,1,1,2,1,4,5,1,2,3,0,2,4,1,2,1,0,3,3
443,3575,2,6,8,2,2,6,0,1,5,5,3,4,3,5,2,0,0,1,1,3,1,2,4,4,2
477,3780,3,3,0,3,3,0,1,1,2,7,2,4,8,2,2,3,0,1,1,1,3,1,0,4,1
542,4831,1,5,3,3,1,4,2,1,7,4,2,7,7,5,2,3,0,1,0,1,3,2,2,2,0
624,4998,4,4,0,3,4,4,4,2,1,4,3,7,9,3,9,2,0,0,5,4,3,2,1,6,4
537,4528,2,7,0,3,2,2,1,2,2,2,1,9,3,3,2,6,0,1,1,2,3,2,0,3,1
611,4817,2,4,25,1,2,1,2,2,1,4,7,1,5,2,2,2,1,3,0,1,1,0,1,3,0
420,3226,2,2,40,0,2,0,1,2,1,2,3,1,3,0,0,6,1,1,1,0,2,1,1,2,1
534,3792,1,2,15,3,1,0,1,3,1,9,1,2,3,3,2,1,0,0,0,1,1,1,3,2,1
643,4878,1,3,0,3,1,2,0,3,4,5,2,2,3,5,7,1,1,2,0,2,0,1,0,3,1
515,4097,2,2,0,1,2,4,1,3,1,3,1,1,3,9,2,0,0,1,1,1,2,0,2,2,1
658,5594,5,5,4,3,5,2,5,1,2,3,6,5,6,3,2,1,0,2,1,0,2,12,1,4,2
594,4640,3,3,19,3,3,0,0,2,3,3,1,7,6,5,1,0,0,3,0,1,1,1,1,2,0
674,5568,2,4,8,3,2,1,0,3,4,5,4,1,2,3,1,9,0,4,0,1,2,0,2,2,0
510,3830,2,5,0,1,2,1,1,2,1,4,2,1,9,0,4,1,0,1,0,0,1,0,0,3,1
470,3811,2,0,0,1,2,1,0,8,2,4,0,1,3,3,4,1,0,1,0,6,2,1,1,2,1
635,5411,1,3,3,1,1,0,0,1,3,5,6,0,3,3,0,7,1,1,0,1,2,0,3,2,0
720,5848,6,5,0,2,6,4,4,2,3,3,3,11,11,5,5,2,0,1,3,2,4,4,2,7,7
527,4208,1,0,0,3,1,1,1,1,0,5,4,1,3,3,1,9,0,5,0,3,1,0,0,2,0
438,3545,2,2,0,3,2,7,2,1,1,3,1,3,2,3,1,1,1,2,1,0,2,1,5,1,0
681,5733,1,3,0,3,1,2,0,8,3,6,0,1,2,4,0,1,0,2,0,9,0,3,0,3,2
755,6363,3,4,0,3,3,1,2,6,4,11,3,4,4,7,2,0,2,2,1,1,2,2,3,3,5
516,4266,1,6,30,1,1,3,2,1,5,3,7,5,3,5,0,3,1,3,0,0,1,1,1,1,2
560,4590,2,5,0,1,2,1,0,3,1,3,1,7,5,3,3,1,0,1,3,2,3,0,0,3,0
501,4134,2,3,0,3,2,2,1,7,3,4,0,3,2,5,1,1,0,1,1,5,1,0,0,3,1
1274,11237,3,6,0,3,3,2,1,9,1,12,5,2,5,6,1,8,0,5,1,3,1,6,0,2,1
857,6984,2,2,0,3,2,1,1,3,1,4,0,2,2,2,7,3,0,2,0,2,3,0,1,1,1
839,6610,3,6,0,2,3,1,2,1,3,4,2,8,4,2,1,3,0,2,0,0,0,0,1,5,0
1355,11168,3,9,30,4,3,0,0,3,0,15,4,1,4,5,0,2,0,1,1,3,3,3,2,4,1
708,6181,2,9,0,2,2,14,2,0,1,4,3,3,5,5,1,1,0,2,1,1,4,3,4,2,0
572,4554,3,4,8,2,3,9,2,0,1,3,2,7,3,0,0,0,1,1,0,1,2,3,3,2,1
628,5308,2,6,0,3,2,9,1,4,3,2,4,5,4,6,1,0,0,3,0,0,3,2,4,2,0
1145,9378,2,3,40,4,2,2,1,3,5,4,11,3,3,3,0,4,0,4,2,1,2,5,1,3,1
516,4241,2,6,3,2,2,3,0,5,1,4,2,8,6,3,4,0,0,2,2,3,2,4,1,2,1
140,1192,2,0,0,1,2,0,0,0,0,2,0,1,2,0,1,3,0,4,0,0,1,0,0,2,0
563,4825,2,2,0,3,2,5,1,0,3,3,2,1,2,14,1,2,0,0,1,1,2,3,1,2,1
532,4325,4,4,0,1,4,2,4,0,2,2,5,3,3,2,1,2,0,3,0,0,4,1,1,3,0
342,2740,2,6,15,3,2,2,1,1,2,3,3,8,4,2,1,0,0,1,0,0,3,1,1,2,0
726,5354,6,2,0,3,6,1,4,1,3,2,4,1,7,9,1,1,0,1,0,1,2,3,3,2,1
233,1789,2,3,5,1,2,0,0,0,0,2,5,0,2,2,1,2,0,4,0,2,1,0,0,3,1
504,4097,3,6,7,3,3,8,1,0,3,5,3,5,4,4,1,0,1,0,0,1,1,1,3,2,1
409,3225,1,4,0,1,1,2,2,1,0,5,5,2,3,4,0,1,0,1,0,1,2,3,1,2,0
304,2501,2,5,0,1,2,2,0,3,2,1,0,6,3,1,1,1,0,4,1,0,2,0,2,2,0
367,3016,2,3,0,2,2,9,1,2,2,3,4,6,2,8,1,1,1,1,1,1,2,1,4,1,0
194,1467,2,0,0,1,2,1,0,1,0,4,1,0,2,2,6,1,1,1,0,1,0,0,0,2,0
461,3768,2,5,5,1,2,1,0,1,2,4,2,3,2,5,1,7,0,2,0,2,3,0,0,1,0
647,5407,3,7,0,2,3,5,2,1,3,2,2,5,3,6,1,0,0,2,2,2,4,2,11,3,1
503,4244,2,5,10,2,2,3,3,1,4,5,1,4,3,6,1,4,0,2,1,3,5,0,3,2,0
465,3844,3,2,0,3,3,1,2,1,2,7,3,3,9,2,1,0,0,0,1,1,1,1,2,3,5
679,4956,3,2,5,3,3,0,4,1,0,3,10,2,4,2,1,1,0,5,1,1,1,1,0,1,1
578,4872,3,3,0,0,3,2,3,0,3,3,2,5,12,2,0,0,1,1,3,1,1,1,1,4,3
939,7942,4,3,0,3,4,2,4,0,4,4,4,4,5,6,1,2,0,2,1,2,2,4,2,2,2
651,5181,2,6,7,3,2,5,1,1,4,5,1,10,4,6,1,0,0,2,2,1,5,4,2,4,1
717,5659,3,6,5,3,3,4,0,2,3,3,3,5,2,14,0,1,1,2,1,1,2,1,3,3,0
615,5151,1,4,0,2,1,3,2,4,3,2,2,5,9,1,2,0,0,1,1,1,2,2,1,8,1
744,6188,2,8,10,3,2,0,3,3,2,4,5,3,2,6,1,3,0,4,0,1,5,0,0,2,0
355,2903,1,3,0,1,1,8,1,1,2,4,1,2,2,4,2,0,0,0,1,1,2,0,4,3,0
718,5835,4,2,0,3,4,1,6,0,1,2,3,1,5,1,0,1,0,1,0,0,1,0,1,2,0
556,4681,3,5,0,3,3,1,4,3,1,8,7,7,9,7,1,0,1,3,2,1,3,5,2,5,3
724,6087,2,7,0,2,2,8,2,1,2,4,4,3,5,8,1,0,0,1,0,1,3,3,3,3,1
788,6554,1,8,0,3,1,1,0,6,11,7,3,5,2,7,3,0,0,4,2,1,2,2,2,4,0
464,4075,2,8,12,1,2,0,1,1,1,4,4,3,3,2,1,2,0,1,1,2,3,1,1,2,0
687,5457,5,8,20,3,5,1,4,0,1,3,3,5,2,7,1,2,0,1,2,1,5,3,1,4,0
467,3837,4,3,0,1,4,4,3,0,2,2,4,7,3,4,1,1,0,1,0,0,3,3,1,1,1
589,5063,1,2,7,3,1,0,2,6,8,3,2,2,3,2,2,1,0,2,1,1,2,2,2,4,1
515,4064,2,2,12,3,2,11,0,1,1,4,1,3,2,2,0,1,0,0,1,1,2,0,7,2,0
731,5860,3,6,0,2,3,6,2,3,3,4,4,9,7,6,1,2,0,1,2,2,6,7,5,3,3
611,4836,2,2,2,2,2,8,2,1,3,4,2,6,2,3,1,1,0,1,3,1,2,0,6,1,0
347,2803,2,5,0,0,2,0,2,2,3,4,0,6,3,3,4,0,0,1,0,1,3,0,2,3,0
609,4873,1,4,0,3,1,3,1,0,0,4,4,3,2,4,6,2,1,5,1,2,4,1,3,2,1
773,6284,2,1,0,1,2,0,1,5,4,4,1,2,3,6,1,3,0,1,2,12,1,1,6,2,2
517,3781,2,3,19,1,2,2,1,2,3,4,0,4,2,4,2,3,0,1,1,8,1,0,3,4,0
719,5889,2,2,5,2,2,0,0,2,1,5,5,2,1,2,1,0,1,3,0,3,2,1,0,1,1
488,3959,2,4,16,1,2,3,0,2,2,3,0,3,3,3,1,0,0,2,1,0,3,0,3,2,1
1343,10798,1,7,20,3,1,1,0,2,3,5,11,2,4,6,1,5,0,9,0,1,2,2,1,3,1
308,2421,2,1,0,1,2,0,0,8,1,6,0,2,2,2,5,0,0,2,0,3,1,0,1,2,0
255,1910,3,3,21,1,3,1,1,1,1,2,6,3,1,1,0,3,1,0,0,1,1,0,0,1,1
500,4163,2,8,0,0,2,1,0,1,1,12,2,1,2,4,0,1,0,1,0,0,2,2,1,3,1
631,5379,3,3,0,3,3,14,1,1,2,3,2,6,2,3,1,1,0,1,0,1,4,2,3,1,0
476,3780,2,2,13,1,2,3,1,0,3,2,2,8,2,2,2,1,0,2,1,0,2,0,2,2,1
602,4668,1,2,0,2,1,9,0,1,2,4,3,5,2,2,1,0,1,1,1,2,3,1,3,2,0
766,6073,2,5,0,1,2,1,0,1,0,3,6,3,7,6,1,2,0,1,8,1,2,2,0,1,0
572,5023,3,6,0,2,3,1,1,2,2,3,10,2,7,1,0,0,1,4,2,0,2,1,0,1,1
597,5355,1,11,0,3,1,1,1,3,3,6,1,3,2,7,2,0,0,1,0,1,1,6,2,4,1
494,4198,3,5,0,1,3,1,0,0,2,3,1,7,10,4,1,1,1,0,1,2,3,5,0,4,6
516,4125,2,4,4,3,2,3,0,3,2,6,2,6,4,5,1,0,0,2,0,10,3,3,3,3,3
428,3602,2,5,10,1,2,1,0,8,3,5,1,4,2,6,1,0,0,1,0,1,4,1,2,1,0
645,4896,2,3,26,3,2,4,2,0,3,3,1,1,4,4,2,0,1,1,0,1,2,2,4,1,0
363,2992,2,3,6,2,2,2,0,2,1,3,1,5,5,2,1,1,0,1,1,2,2,0,0,4,0
625,5023,2,5,14,1,2,2,0,2,2,5,2,2,2,5,1,2,0,1,0,1,6,3,3,2,0
288,2222,2,3,0,2,2,0,2,6,1,4,0,3,2,4,3,0,0,2,0,1,3,0,1,3,0
896,7698,2,2,0,3,2,0,3,3,4,5,2,1,4,5,1,5,1,2,0,2,2,1,3,2,1
345,2663,1,0,20,1,1,1,0,2,2,2,1,3,4,1,1,1,0,1,4,0,1,0,0,2,1
564,4641,2,1,0,3,2,12,1,3,0,2,0,4,2,0,1,0,0,2,0,0,1,0,9,1,0
728,6238,2,6,0,3,2,4,2,0,1,4,10,2,3,3,0,2,0,2,2,1,1,3,1,2,1
759,5941,1,2,0,0,1,2,0,3,1,10,4,2,4,3,0,0,0,0,0,2,0,1,0,3,0
310,2496,2,4,0,1,2,1,0,0,2,3,0,4,3,1,6,0,0,0,1,2,2,0,1,2,0
487,3859,2,3,0,3,2,1,0,5,1,3,1,2,3,4,1,1,0,3,0,10,0,0,0,4,2
474,3928,1,2,15,2,1,5,0,2,2,2,1,4,3,2,13,1,0,0,0,1,2,0,1,2,0
501,4034,1,5,0,2,1,6,3,4,2,3,1,11,4,7,1,0,0,2,0,1,0,4,1,2,0
521,4513,2,1,3,3,2,0,0,2,2,4,9,1,3,5,1,3,0,8,1,1,2,0,1,2,1
537,4474,3,1,15,3,3,3,3,4,2,4,5,2,5,3,1,1,1,4,0,1,4,0,5,1,1
615,5181,1,6,0,3,1,3,0,7,2,6,2,8,3,6,2,4,1,4,0,2,2,2,3,3,0
1007,8714,2,8,0,3,2,11,2,3,5,6,3,4,4,7,1,0,0,1,0,2,2,1,7,1,0
150,1073,2,1,0,0,2,0,0,1,0,2,3,0,4,3,0,0,0,2,0,1,1,0,0,1,0
446,3887,3,5,0,1,3,6,2,1,5,0,5,5,3,5,0,3,0,1,0,0,1,1,3,2,1
547,4246,1,1,0,2,1,0,0,3,1,4,1,3,6,2,1,0,0,1,1,0,1,0,0,5,5
1285,10940,2,7,6,2,2,4,4,6,5,4,5,9,5,14,2,3,0,2,1,2,4,6,3,4,1
630,5382,1,3,17,2,1,2,0,2,5,3,3,3,4,6,2,6,1,2,3,1,3,2,2,2,0
1008,8287,2,3,16,3,2,3,1,3,6,3,2,5,2,7,15,4,2,1,1,4,3,0,3,3,1
604,4897,8,1,0,2,8,0,8,1,2,8,4,2,4,2,1,1,0,1,1,0,4,1,0,1,1
658,5238,3,3,0,3,3,2,0,6,3,5,1,4,4,5,0,1,0,0,0,5,1,0,2,5,0
614,4811,1,5,0,1,1,1,1,2,1,6,0,3,2,3,2,2,1,6,2,1,2,0,1,2,1
708,5510,3,4,20,2,3,3,0,0,1,3,2,5,6,7,1,0,0,1,7,2,1,0,0,3,1
1237,10547,1,6,0,2,1,4,3,4,4,9,7,5,5,6,1,2,0,2,0,3,2,3,3,3,1
571,4621,1,6,0,3,1,4,4,0,1,3,4,5,3,5,1,2,0,0,1,1,2,1,2,2,0
546,4131,1,1,0,3,1,0,1,3,0,3,2,1,3,1,0,6,0,5,1,1,0,0,0,2,0
247,1982,1,4,0,2,1,0,1,1,0,6,2,4,4,1,1,2,0,1,1,2,1,0,1,2,0
642,5116,3,5,4,1,3,2,5,4,2,6,2,6,7,3,1,2,0,1,0,1,3,0,2,3,1
672,6093,3,4,0,1,3,3,2,2,2,3,8,4,4,2,1,2,2,2,0,1,2,0,1,2,1
535,4735,2,2,0,2,2,2,0,4,5,3,2,3,2,7,0,2,0,1,0,1,2,2,5,3,1
528,4304,2,8,0,3,2,4,0,1,1,4,3,1,4,4,0,0,0,1,1,0,2,5,3,3,0
943,7812,2,8,14,1,2,3,1,2,3,2,3,4,3,9,17,4,2,0,2,4,3,1,1,3,0
540,4337,3,3,0,3,3,0,1,1,1,2,9,2,6,4,1,8,1,4,0,2,0,2,1,2,0
591,4874,1,4,0,3,1,1,1,3,3,4,2,6,8,3,1,0,0,0,2,2,1,2,1,7,0
822,6560,6,4,40,3,6,3,2,0,0,5,15,1,9,4,0,3,0,5,3,2,2,1,0,2,2
902,6916,2,6,23,1,2,1,1,4,2,5,6,2,3,4,2,3,2,4,0,1,2,3,3,2,0
819,6522,3,5,0,3,3,3,0,2,2,5,3,2,4,6,1,0,1,1,0,1,2,4,1,3,1
773,6401,3,4,0,1,3,6,3,7,6,3,3,7,7,6,2,1,1,2,1,7,4,2,5,3,0
292,2495,2,2,0,1,2,0,0,0,1,3,3,1,2,2,1,7,0,3,0,1,2,0,0,3,1
490,4105,2,2,8,1,2,2,1,0,4,3,9,3,2,6,1,4,1,1,0,1,4,1,2,2,0
651,5651,1,6,10,2,1,2,2,1,3,5,2,4,5,15,1,0,1,0,1,2,3,5,2,4,1
286,2272,3,3,0,1,3,0,1,1,0,5,1,2,4,3,3,1,0,1,0,2,4,0,2,3,4
614,5003,2,7,0,0,2,4,3,3,2,4,4,4,4,5,3,1,0,4,0,1,2,0,2,4,2
504,4055,2,3,16,3,2,3,0,2,1,12,1,3,2,5,3,1,0,1,2,3,2,1,4,2,0
1072,9389,3,5,0,3,3,3,0,4,3,3,2,6,4,7,1,0,0,1,0,2,1,11,2,3,3
342,2930,2,3,0,0,2,2,4,0,0,3,5,2,3,2,0,1,0,2,0,1,2,0,1,1,0
547,4209,1,4,0,1,1,0,1,1,2,2,1,4,4,1,10,3,1,2,1,1,2,1,2,1,1
563,4685,2,4,15,3,2,4,0,7,2,13,3,2,3,5,9,1,2,1,0,4,2,1,1,2,0
502,4081,3,6,0,3,3,1,3,3,1,5,3,3,5,4,1,2,0,3,0,1,2,4,3,4,3
963,8018,4,8,0,2,4,1,3,2,1,4,3,8,16,6,1,0,0,3,3,0,3,8,2,4,4
562,4519,2,4,0,3,2,1,0,3,1,2,2,2,3,5,13,1,0,1,0,1,4,0,1,3,0
600,5072,3,7,13,1,3,4,0,2,4,5,1,4,7,5,1,1,1,1,1,2,1,2,1,6,3
205,1640,2,5,0,2,2,1,0,1,2,3,6,2,2,1,1,1,0,1,0,0,0,0,0,2,0
486,4050,1,8,11,3,1,1,0,2,1,6,1,2,3,3,1,6,0,0,0,1,2,0,1,2,0
596,4933,2,5,0,1,2,3,1,2,3,3,2,4,4,4,1,0,0,2,1,1,2,2,3,3,1
574,4662,2,3,0,3,2,3,2,2,3,2,6,4,3,2,1,0,1,3,1,0,1,1,2,2,1
847,6709,2,2,0,3,2,0,1,0,0,4,13,2,4,1,0,1,0,5,1,1,2,1,1,2,0
581,5027,1,4,10,1,1,2,4,2,2,3,4,2,4,5,1,1,0,2,0,1,1,4,2,3,1
2249,17206,9,3,7,3,9,0,8,1,2,2,4,3,5,3,1,3,0,3,2,0,5,3,1,3,0
518,4385,2,5,26,3,2,3,0,2,4,3,7,5,3,3,1,2,1,3,0,1,1,3,0,2,0
538,4559,1,2,0,2,1,4,1,1,3,3,2,2,2,6,2,6,1,1,3,2,2,1,1,2,0
518,4170,2,4,10,0,2,3,2,4,1,2,3,8,9,3,0,2,0,1,4,0,1,2,2,4,4
548,4367,3,2,7,3,3,0,1,6,6,8,2,2,3,3,1,0,0,2,0,2,2,0,1,3,1
257,2125,2,7,0,2,2,0,0,0,1,3,0,3,2,3,1,0,0,1,1,0,1,1,1,2,3
517,3932,3,4,0,3,3,1,1,0,1,6,1,4,4,6,1,2,0,2,3,3,4,1,4,2,2
281,2306,1,6,0,2,1,0,0,1,0,2,5,4,2,1,1,0,0,1,6,1,1,1,1,2,2
637,5000,4,4,20,3,4,8,3,8,3,3,1,6,2,5,1,0,0,2,1,1,1,3,3,2,0
161,1198,1,4,2,1,1,0,0,0,0,3,0,2,1,1,1,0,0,1,0,1,1,0,1,2,0
690,5740,1,5,0,0,1,1,3,2,2,7,1,2,3,6,1,1,0,2,0,3,2,2,1,2,1
672,5478,6,4,15,1,6,1,5,1,1,5,4,1,6,2,1,6,0,1,0,1,3,2,1,1,1
490,3953,1,2,0,1,1,2,2,7,5,2,1,2,3,2,0,0,0,2,2,0,1,0,2,2,1
491,3588,2,4,20,1,2,0,1,5,2,3,4,1,2,0,2,2,0,2,1,0,2,0,1,2,0
381,3197,2,5,0,3,2,2,2,1,0,5,1,3,3,6,2,0,0,0,1,1,3,1,1,2,0
796,6737,2,3,15,0,2,5,2,2,5,3,0,5,3,5,2,2,0,4,3,2,2,1,8,2,0
839,6904,5,3,20,3,5,8,11,3,2,2,1,3,4,5,1,0,1,3,0,1,4,2,3,2,1
573,4643,2,4,6,3,2,13,2,0,3,3,1,8,2,3,1,1,0,3,2,1,0,1,13,1,0
756,6036,4,5,0,3,4,2,1,0,3,3,6,7,7,4,1,2,0,3,1,2,2,1,2,2,0
666,4835,8,3,0,3,8,0,5,1,3,2,8,3,5,3,2,0,0,2,1,0,2,0,0,1,0
605,4942,4,5,0,2,4,0,3,5,8,7,1,3,5,5,2,2,0,1,0,1,3,1,2,4,2
540,4036,3,3,36,3,3,0,0,1,0,10,4,1,7,3,0,1,0,0,0,0,2,0,0,1,1
608,4995,1,4,0,1,1,3,3,4,6,2,1,3,5,3,1,1,0,3,1,0,5,0,4,1,0
906,7068,8,2,0,4,8,0,4,4,1,3,6,1,4,4,0,0,0,3,0,1,3,2,0,3,1
607,5070,2,3,0,2,2,1,1,3,1,5,7,2,3,3,1,3,0,5,1,1,4,1,1,3,0
526,4158,4,4,4,3,4,0,3,1,0,6,11,1,5,3,0,0,1,4,0,1,1,1,1,3,2
883,6947,4,4,4,2,4,3,1,2,1,5,2,5,5,10,2,0,0,3,2,3,3,1,4,8,6
165,1368,2,4,0,1,2,1,0,3,1,2,1,3,1,0,2,1,0,2,0,0,3,0,0,2,0
495,4189,2,4,0,3,2,10,1,0,1,4,3,1,4,3,1,1,0,1,0,0,2,2,3,1,2
559,4729,1,5,15,2,1,3,1,9,6,5,2,4,3,3,1,3,0,2,0,3,4,0,4,2,0
588,4982,2,6,10,2,2,3,1,1,3,4,1,5,3,10,1,2,1,2,0,2,4,3,1,3,3
851,7094,2,7,0,3,2,1,1,4,2,3,2,5,11,5,0,0,0,1,1,1,1,3,0,8,7
244,1973,4,2,0,2,4,0,2,0,0,5,1,0,6,2,1,0,0,0,0,1,1,0,0,5,1
519,4074,2,5,0,1,2,1,0,0,1,2,0,4,5,4,2,0,0,1,5,0,2,1,2,3,1
766,6257,1,3,7,3,1,9,2,3,5,6,3,4,3,6,2,3,1,2,1,5,3,0,5,3,0
501,3971,3,1,0,1,3,1,2,3,2,3,9,1,4,0,3,1,0,6,1,0,0,0,4,2,1
782,6442,2,7,0,2,2,7,0,1,9,2,2,4,4,6,1,0,0,1,1,2,8,2,8,3,2
260,2004,6,3,0,3,6,0,9,0,0,3,3,1,3,1,0,0,0,0,0,2,1,1,0,2,0
505,4094,2,7,16,0,2,5,2,0,3,3,0,6,4,3,0,1,0,1,0,0,2,1,5,1,0
455,3885,2,4,0,1,2,2,0,7,2,2,2,1,3,7,3,3,0,2,1,2,3,3,5,3,1
785,6225,2,3,20,3,2,2,3,3,3,5,6,5,5,4,4,5,2,4,1,1,0,3,0,3,0
774,5886,2,3,0,3,2,0,0,1,0,2,0,2,1,1,1,1,0,1,4,1,5,0,4,3,0
571,4845,2,8,40,1,2,1,1,1,3,9,5,3,2,7,1,1,0,1,1,2,5,4,1,2,1
479,3936,2,6,0,1,2,1,1,2,2,3,3,3,4,6,1,2,0,1,0,1,1,0,2,3,0
599,4753,3,3,0,1,3,5,1,1,2,5,0,5,2,7,2,2,0,0,1,2,5,2,2,2,0
524,4361,3,7,0,1,3,1,2,0,2,3,2,3,3,8,2,3,0,0,1,2,4,1,5,4,0
956,7677,2,11,12,1,2,2,1,2,4,8,7,4,6,7,1,4,0,3,6,5,5,0,3,3,0
533,4547,2,6,0,0,2,3,2,2,4,4,2,3,7,9,2,1,0,2,0,1,2,1,1,4,2
297,2276,1,1,30,3,1,0,0,3,0,3,0,2,2,0,2,1,0,1,2,1,1,0,1,2,1
531,4393,2,2,0,0,2,1,1,14,5,2,0,4,2,5,1,2,0,2,1,2,1,0,2,2,1
543,4563,1,2,0,3,1,0,1,1,0,11,2,1,5,4,0,1,0,1,0,2,1,3,1,2,0
788,6699,2,6,0,3,2,3,2,6,2,5,3,6,4,7,5,1,0,1,0,1,4,9,1,5,1
580,4458,3,2,6,2,3,1,2,2,0,6,2,0,6,6,0,1,0,0,0,2,2,0,0,2,2
704,5712,2,3,4,1,2,9,2,3,4,4,2,4,4,6,2,1,1,4,2,3,2,3,4,2,4
562,4384,1,3,0,2,1,2,1,1,1,2,3,2,5,3,6,0,0,1,0,1,1,1,1,5,2
947,7661,2,4,0,3,2,3,1,4,2,4,1,4,3,6,1,6,0,2,0,2,3,2,1,2,1
424,3571,2,4,10,2,2,4,1,2,3,8,2,11,3,8,1,0,0,1,1,3,2,1,3,2,2
731,5901,2,5,0,0,2,7,4,1,3,4,3,4,5,3,1,1,0,1,1,1,2,2,1,3,1
593,4856,3,3,20,3,3,8,2,1,2,3,3,4,2,5,0,1,0,1,1,1,2,3,5,1,0
659,5487,8,3,3,3,8,1,7,2,1,11,7,3,5,5,1,0,0,4,1,1,2,2,0,1,4
827,6999,9,3,0,2,9,0,8,0,2,3,4,1,5,2,1,1,0,1,0,1,1,3,2,1,0
523,4188,1,3,15,1,1,2,1,1,4,4,1,1,3,15,1,1,0,0,0,3,2,2,1,4,2
366,3124,4,3,0,2,4,1,5,1,5,8,4,3,6,4,1,3,0,1,0,1,3,1,5,2,0
490,3543,2,0,0,1,2,0,1,3,0,3,0,0,1,1,5,1,0,1,0,0,1,0,0,1,0
663,5692,2,6,0,1,2,2,1,1,4,9,4,6,9,5,5,2,0,1,0,1,3,3,2,6,0
241,1958,2,3,5,0,2,5,0,1,2,2,1,3,2,1,2,0,0,0,1,0,1,1,1,4,0
792,5975,7,4,2,4,7,1,10,1,4,5,2,3,7,2,0,0,1,2,1,0,2,1,2,2,2
628,4393,2,0,8,3,2,1,1,2,1,2,4,2,4,4,0,3,2,3,2,0,1,2,0,1,0
653,4824,6,2,20,3,6,0,6,0,1,1,4,3,7,4,1,0,0,1,0,0,1,2,1,3,1
491,4095,2,3,0,1,2,1,0,2,3,4,9,3,2,3,4,2,0,2,0,4,3,0,1,2,0
555,4557,3,5,23,3,3,7,0,3,2,3,4,2,2,5,0,3,0,3,1,0,1,0,3,1,1
335,2547,4,1,0,1,4,0,5,1,1,5,3,3,2,1,1,0,1,1,0,1,1,0,0,2,0
737,6424,2,6,0,2,2,6,3,3,6,4,2,7,3,6,1,3,1,2,0,3,5,9,3,3,2
512,4147,1,3,3,3,1,2,4,1,4,4,5,5,4,6,2,3,1,0,2,2,2,0,2,2,1
593,4915,2,6,0,2,2,2,1,4,2,5,1,13,2,5,1,1,0,3,1,1,1,1,1,1,2
817,6951,4,9,0,0,4,2,3,8,7,5,2,6,5,10,2,1,0,1,0,2,3,3,5,5,4
638,5206,1,1,0,2,1,0,0,14,2,5,1,1,2,3,5,4,0,2,0,3,1,1,1,2,0
542,4820,2,8,5,3,2,0,1,0,7,5,2,3,2,6,1,0,1,1,0,1,3,2,0,3,2
677,5781,4,6,0,3,4,1,6,0,4,4,10,2,3,6,1,4,1,2,0,1,4,2,3,2,0
675,5680,2,7,0,2,2,5,2,2,2,4,5,3,6,6,1,6,0,2,1,2,2,4,1,7,1
530,3890,2,3,14,3,2,0,0,2,0,7,1,4,2,4,1,1,0,2,1,1,3,0,1,1,1
538,4288,2,6,0,2,2,6,1,2,4,6,0,5,4,8,11,2,0,0,0,4,2,2,2,5,1
829,6767,3,6,0,3,3,1,1,4,5,5,3,3,4,4,7,3,0,1,2,7,4,2,4,3,1
878,6681,4,3,20,0,4,1,2,1,1,3,8,2,3,3,1,3,3,3,0,1,1,0,1,1,0
523,4388,2,7,0,2,2,11,0,2,3,4,3,4,2,3,1,1,0,1,0,2,3,2,5,2,0
518,4057,2,6,5,2,2,1,1,3,1,3,1,6,7,4,4,2,0,0,5,0,4,1,1,6,2
872,6982,2,6,1,3,2,5,1,9,5,6,4,4,4,3,1,2,0,2,0,2,4,6,1,1,1
217,1685,1,0,0,0,1,1,0,1,0,1,2,1,4,0,3,0,0,1,0,0,0,0,0,2,0
645,5427,2,4,0,2,2,4,2,0,4,4,5,4,1,5,1,4,1,2,0,1,2,2,3,2,0
348,2828,1,5,29,0,1,5,0,0,2,2,0,5,1,7,11,2,0,0,0,1,2,2,2,2,0
530,4149,2,3,0,2,2,0,0,0,0,10,1,1,2,2,0,0,0,1,0,0,1,1,0,3,0
475,3909,2,3,0,1,2,1,0,0,0,3,1,5,5,6,1,1,0,0,4,2,2,0,0,3,0
720,5777,1,4,0,2,1,3,4,2,1,8,11,2,4,5,1,2,2,4,1,1,3,2,1,4,2
640,5170,2,5,0,2,2,0,1,0,1,3,0,3,1,5,1,1,0,0,3,1,4,0,3,2,1
230,1901,3,5,0,0,3,0,0,0,2,1,0,7,3,5,3,1,0,1,0,1,2,1,1,2,3
448,3972,1,7,0,3,1,3,2,1,3,2,5,2,4,2,0,3,1,2,0,0,2,1,1,3,0
477,4003,2,6,8,1,2,1,1,6,2,3,1,4,3,2,10,1,0,1,1,1,3,0,4,5,0
252,2040,2,0,0,1,2,0,0,0,1,2,9,1,2,1,1,1,1,4,1,0,1,0,1,1,1
661,5233,2,6,0,3,2,0,0,4,1,14,4,1,4,8,0,1,0,3,1,2,2,4,1,3,3
532,4440,2,9,0,2,2,7,2,1,3,2,2,6,2,7,3,1,0,2,2,1,3,1,7,2,1
499,4144,4,2,0,3,4,4,3,6,4,3,1,4,2,3,1,1,0,2,0,1,3,0,4,1,1
466,3796,2,1,12,4,2,0,1,5,0,5,5,0,2,3,2,2,5,2,1,2,1,2,0,2,0
